Title,Ingredients,Loves,food_id,tipe,not include
Oseng Mercon Daging Sapi,"sapi berlemak,   daun salam,  cm lengkuas geprek,   kecap manis, garam,  gula,  merica,  kaldu bubuk,   cabe rawit utuh, air kaldu rebusan  sapi,   halus ,   bawang putih,   bawang merah,   cabe merah tanjung,   cabe rawit merah,   cabe keriting,",40,4677,"lengkuas, sapi, bawang merah, bawang putih",11
Daging Sapi Teriyaki Hokben KW,"sapi  tipis dan digepuk pakai muntu,  marinase ,  sachet saus tiram,   ketumbar bubuk,  garam,  teriyaki ,   bawang putih,   bawang bombay,   cabe hijau,  sachet saus tiram,   kecap asin, sedikit kecap manis,  garam, sedikit gula pasir, sedikit air,   minyak goreng,",16,4678,"sapi, bawang bombay, bawang putih",13
Dendeng Sapi Kering Pedas,"slice  sapi, minyak goreng,  halus ,   cabe merah keriting,   cabe rawit merah,   bawang putih,   bawang merah,   kemiri,   daun salam,  garam,  gula,  lumur ,   ketumbar ,   merica bubuk,  garam,",12,4679,"sapi, bawang merah, bawang putih",12
Sop iga sapi gurih,"iga sapi,   wortel,   kentang,   bawang putih,  cm jahe,  sendok makan lada butiran,   sereh,   daun salam,   daun jeruk,  cm lengkuas, daun bawang dan seledri,  sendok makan bawang goreng,  garam,  gula,  blok kaldu sapi,  sendok makan minyak goreng,",8,4680,"lengkuas, sapi, jeruk, kentang, daun bawang, wortel, bawang putih, jahe",7
Gulai Tetelan Sapi mix Wortel,"tetelan sapi,   wortel,   bawang merah,   bawang putih,   kemiri,   kunyit,   cabe merah kriting,   cabe rawit,   lengkuas geprek,   jahe geprek,   sereh geprek,   daun jeruk,   daun salam,   santan kara,   air,  kaldu bubuk,  gula pasir,  garam,   lada bubuk,",42,4681,"lengkuas, sapi, jeruk, bawang merah, wortel, bawang putih, jahe",12
Sop Iga Sapi ala bunda 3D,"iga sapi,   wortel  kecil,   tomat,   kayu manis,  biji cengkeh,  cm jahe digeprek,   daun bawang  cm,   seledri  cm, bawang goreng untuk taburan,   air untuk kuah,  garam,  penyedap, ,  halus,   bawang putih,   merica,  biji pala ,",45,4682,"sapi, tomat, daun bawang, wortel, bawang putih, jahe",11
Tahu masak daging sapi," ,  kotak tahu putih ,    sapi giling,  , bawang putih, bawang merah, jahe, saus tiram, kecap asin, gula pasir, merica bubuk, minyak wijen, tepung maizena,",1,4683,"sapi, bawang merah, bawang putih, tahu, jahe",8
Kikil Sapi Cabe Ijo,"kecap manis,   kikil sapi,   saus tiram,   daun jeruk,   daun salam, seruas  jahe geprek,  gula garam,   ,  cabe ijo,  cabe rawit merah,  bawang merah,  bawang putih,  tomat,",16,4684,"sapi, jeruk, tomat, bawang merah, bawang putih, jahe",7
Sop Daging Sapi,"sapi ,  kentang ,  wortel import ,  bawang merah ,   bawang putih , daun bawang , seledri , pala ,  cengkeh,  kapulaga,  jeruk limau, merica, garam, gula,",53,4685,"sapi, jeruk, kentang, daun bawang, bawang merah, wortel, bawang putih",7
Rawon Sapi ala Mama,"halus,   bawang merah,   bawang putih,  cm jahe,  cm laos geprek,   ketumbar,  biji jintan,  cm kunir,   sereh ukuran sedang,  set merica, bahanbahan,    sapi,  set gila pasir,  asam jawa,   daun jeruk,   daun salam,  biah kluwak pilih yg tak pahit,   kaldu sapi bubuk,  loncangdaun bawang,",3,4686,"sapi, jeruk, daun bawang, bawang merah, bawang putih, jahe",12
Sop daging bakso sapi (no telur),"sapi ,   wortel,   buncis,  kol,  tngkai daun bawang dan seledri,   bawang merah ,  halus,   bawang putih, sedikit pala , royco, gula putih,  bakso,  sapi yg tdi aq bagi,   aci,   terigu, sedikit lada,   baking powder,   soda kue,   bawang putih  ,   bawang merah kecil  ,   royco rasa sapi,   air dingin kulkas,",8,4687,"sapi, daun bawang, kol, bawang merah, wortel, bawang putih",12
Semur Daging Sapi Maknyus,"kilo  sapi dipotong dadu,   kentang di  dadu, kecap bango yg saschet rb,   daun salam, lengkuas geprek,  kayu manis,  biji pala, sedikit minyak goreng untuk menumis,   air atau lebih boleh,  halus,   bawang merah,   bawang putih,  biji ketumbar, seruas jahe,",11,4688,"lengkuas, sapi, kentang, bawang merah, bawang putih, jahe",8
Soto Daging Sapi,"sapi , telur rebus , soun , kol , seledri , kentang goreng , bawang goreng ,  garam, minyak goreng  ,  air, haluskan,   bawang merah,   bawang putih,  btr kemiri,   ketumbar,   kunyit,   jahe,   lengkuas,  btng sereh,   daun salam,   daun jeruk,",6,4689,"lengkuas, sapi, telur, jeruk, kentang, kol, bawang merah, bawang putih, jahe",12
Negi Gyudon - beef bowl toping daun bawang,"sapi  tipis,   daun bawang,   kecap shoyukikkoman,   gula,   air,",84,4690,"sapi, daun bawang",3
Mie Kocok Kaki Sapi Homadeku,"kaki sapi atau kikil yang sudah bersih dari bulunya,   air,   mie gepeng direbus ,   toge direbus,   minyak untuk menumis,   bawang merah,   bawang putih,   pala bubuk,   merica bubuk,   ebi ,   garam,   daun salam,    serai, daun bawang dipotong panjang, seledri cincang halus , kecap manis , jeruk purutjeruk nipis , bawang goreng , cabe rawit dihaluskan ,",5,4691,"sapi, jeruk, daun bawang, bawang merah, bawang putih",14
Beef Bowl,"ons  sapi, bawang bombay, bawang putih, wijen, saus tiram, garam, gula, merica, kecap asin, kecap manis, air,",5,4692,"sapi, bawang bombay, bawang putih",8
Bakso Sapi pakai Blender,"has dalam,   tepung sagu,   lada bubuk,   garam,   baking powder ,   es batu kotak,   telur,   bawang putih,",14,4693,"telur, bawang putih",6
Capcay Bakso dan Daging Sapi,"sapi,   baso, kol dipotong, wortel dipotong, kentang dipotong, sawi putih dipotong, sawi hijau dipotong, bunga kol dipotong,   kecap manis,   saos sambal , daun bawang, sledri,   cabe rawit merah,   cabe rawit hijau,   bawang merah,   tomat,  halus ,   bawang putih, garam, merica,",13,4694,"sapi, kentang, sawi putih, tomat, daun bawang, kol, bawang merah, wortel, bawang putih",10
Sop daging sapi,"sengkel  kecil kecil,   wortel kurus,   kentang,   lobak,   tomat, daun bawang,   bawang merah,   bawang putih,   pala,   kayu manis bubuk,   cengkeh, seruas jahe,   daun salam, garam, lada,",3,4695,"kentang, lobak, tomat, daun bawang, bawang merah, wortel, bawang putih, jahe",7
Rendang Daging Sapi Empuk,"sapi,   nanas parut,   bawang merah,   bawang putih,   cabe merah kriting,   cabe rawit merah,   kemiri,   jahe ,   lengkuas,   kelapa parut,   santan kental,   air,   daun kunyit,   daun salam,   sereh geprek,   lada ,   ketumbar,   royco,  garam,  gula,   jeruk nipis, minyak untuk menumis,",42,4696,"lengkuas, sapi, jeruk, bawang merah, nanas, bawang putih, jahe, kelapa",14
Tumis brokoli daging sapi,"ons  sapi,  brokoli uk kecil, kembang kol uk kecil,  bawang merah,  bawang putih,  cabai oren, sbelah bawang bombay,  susu sapi segar, garam sasa,",33,4697,"kembang kol, sapi, cabai, bawang bombay, kol, bawang merah, bawang putih, brokoli",1
"Mie taiwan, lobak dan urat sapi","mi pipih kering,   urat sapi,   lobak,   saus tiram,   kecap asin,   kecap hitam,   cengkeh,    kayu manis,   bawang putih,   five spice powder,   merica bubuk,   royco sapi,  gula,",7,4698,"sapi, lobak, bawang putih",9
Kulit/kikil sapi bumbu kuning,"kulitkikil sapi,  bawang putih,  bawang merah, kunyit,  tomat,  cabe merah besar,  cabe ijo besar, salam sereh, air secukupny, minyak utk menumis,",12,4699,"sapi, tomat, bawang merah, bawang putih",6
Sambal Goreng Ati Sapi,"hati sapi,   kentang,  ons cabe merah giling,   bawang merah,   bawang putih,  btr kemiri,   sereh,  cm lengkuas,  cm jahe,   daun salam,   daun jeruk,   santan kara kecil,  merica,   gula pasir,  garam,  penyedap rasa, minyak goreng secukpnya,",11,4700,"lengkuas, sapi, jeruk, kentang, bawang merah, bawang putih, jahe",10
Perkedel Singkong Kornet Sapi,"singkong,  cuci bersih dan rebus,   bawang putih,   bawang merah,   kecil kornet sapi,   telur,   daun bawang,  ,  garam,  merica,",7,4701,"sapi, telur, daun bawang, bawang merah, singkong, bawang putih",4
Sop tulang sapi,"tulang sapi,   wortel import,  g buncis ,   tomat,   bawang putih,  bawang bombay,  jahe geprek ,  garam gula lada dan penyedap, sesuai selera daun bawang dan seledri,",5,4702,"sapi, tomat, bawang bombay, daun bawang, wortel, bawang putih, jahe",2
Semur daging sapi giling,"sapi giling,   kentang,   tipis,  goreng,   tomat,  ,   bawang bombai,  ,   bawang putih,  cincang,  kuah ,   saos tiram,   saos tomat,   kecap manis,   pala,  garam,  merica,  air, bawang goreng utk taburan, minyak goreng utk menumis,",63,4703,"sapi, kentang, tomat, bawang putih",15
Udang sosis bakso sapi masak pedas manis,"biji sosis sapi,  ons udang,  biji bakso sapi,   minyak wijen,   raja rasa,   saos tiram,   saos tomat,   bawang putih,   cabe merah,  ons cabe rawit,   bawang bombay ukuran kecil,  garam,",4,4704,"sapi, tomat, bawang bombay, bawang putih",7
Soup Sapi,"sapi,   wortel ukrn kecil,   kentang ukrn sedang,   kolkubis,   daun bawang,   daun seledri,   lada putih,   kaldu bubuk,   garam,   gula pasir,   bawang merah,   bawang bombay ukrn kecil,   bawang putih,   kaldu sayur,  air,",4,4705,"sapi, kentang, bawang bombay, daun bawang, kol, ubi, bawang merah, wortel, bawang putih",7
Beef Teriyaki,"sapi ,   bawang merah,   bawang putih,   bawang bombay,   minyak goreng,   air panas,  rendaman ,   saori saos teriyaki,   saori saos tiram,   kecap manis,  merica,  gula pasir,  garam,  penyedap rasa sapi,",9,4706,"sapi, bawang bombay, bawang merah, bawang putih",9
Pakcoy cah sapi,"baby pakcoy ,   sapi ,   bawang putih,   saori saos tiram,   gula pasir,  garam,  lada putih,  penyedap rasa sapi,  air panas,   tepung maizena,  cairkan dengan air dingin  cangkir,",6,4707,"sapi, bawang putih",8
Selad beef homemade,"sapi giling,   bawang putih,  merica,   bawang bombay,  garam,  gula,  cuka, kecap manis, daun selada, mentimun segar, wortel rebus, buncis rebus,   tomat segar, kentang goreng, mayones, tepung maizena,",3,4708,"sapi, kentang, selada, tomat, bawang bombay, mentimun, wortel, bawang putih",8
Soto bening daging sapi,"sapi,  ons gajih sapi untuk kaldu,   lengkuas geprek,   sereh geprek,   daun salam,   daun jeruk,   jeruk nipis belah menjadi bagian,   daun sledri,   daun bawang, kaldu sapi,  bawang goreng untuk taburan,   tomat belah menjadi ,  halus ,   bawang merah,   bawang putih,   jahe,   kemiri,   ketumbar, pelengkap , kubis diiris memanjang, wortel  memanjang, bihunmi jagung,",17,4709,"lengkuas, sapi, jeruk, tomat, daun bawang, ubi, bawang merah, wortel, bawang putih, jagung, jahe",8
Semur Daging Sapi a la Ibu,"sapi,   sesuai selera,  halus,   bawang merah,   bawang putih, lainnya, minyak untuk menumis,  garam,  merica,  pala,  kecap manis,  air,",19,4710,"sapi, bawang merah, bawang putih",9
Sapi Lada Hitam Yummy,"sapi setengah beku ,    lada hitam ,   bawang bombay,   ,   cabai hijau  paprika hijau,   , sejumput garam ,   minyak goreng ,",44,4711,"sapi, cabai, paprika, bawang bombay",5
Sup iga sapi,"iga sapi,  sedikit lemak,  a ,  ons cabe rawit,  biji bawang putih,  biji bawang merah ,   ,  jahe,   ,  kunyit,  sendok makan merica,   kemiri,  b ,   daun limau,   serai ,  ibu  lengkuas ,  biji cengkeh,  bunga lawang, sedikit kayu manis,  biji kapulaga,  pala, c pelengkap,   kentang ,  wartel , air, garam, royco sapi, seledri  , bawang pray  , minyak u memblander ,",10,4712,"lengkuas, sapi, kentang, bawang merah, bawang putih, jahe",23
Mongolian Beef,"sapi,  ,  marinade ,  cup air, sedikit garam,  putih telur, sejumput lada, sejunput baking soda, sedikit kecap asin,   maizena  air,  saus ,  cup kaldu ayam air,   kecap asin,   saus tiram,   gula,   maizena   air, sedikit kecap jamur untuk warna,  lain , minyak,   bawang putih cincang, daun bawang  cm, paprika,",33,4713,"sapi, telur, paprika, daun bawang, bawang putih",17
Daging sapi bumbu kecap,"sapi,  bawang merah,  bawang putih,  cabe rawit merah,  kecap, daun salam  sereh,  tomat, air, garam  royco, gula, minyak,",3,4714,"sapi, tomat, bawang merah, bawang putih",7
Ati Sapi Kentang,"kentang,   ati sapi,  cabe merah,  kecap,  bawang merah,  bawang putih,  tomat, daun salam  sereh,   garam,   royco,  air,  minyak,",3,4715,"sapi, kentang, tomat, bawang merah, bawang putih",7
Bakso Sapi Mudah & Simple,"sapi,   air es,   putih telur,   tepung tapioka,   baking powder,   bawang putih,  haluskan,  garam  merica bubuk,  air untuk merebus,",17,4716,"sapi, telur, bawang putih",6
Bakso sapi Homemade,"giling,  sendok tepung tapioca, royco rasa sapi, penyedap rasa, garam,  merica,   baking powder, sedikit es batu,   bawang putiih, bawang goreng,",16,4717,sapi,9
Bakso sapi sehat kenyal ala melly,"sapi,   dada ayam,   bawang putih,   bawang merah goreng,   merica bubuk, garam secukup nya,   telur,   soda kue,   sagu,",29,4718,"sapi, telur, dada ayam, bawang merah, bawang putih",4
Kulit sapi cabe ijo,"ons kulit sapi cecek, sckupnya ati ayam,  bji cabe ijo,  bji cabe rawit merah, bawang putih, bawang merah,   lengkuas, lada,  garam,  penyedap,",5,4719,"lengkuas, sapi, bawang merah, bawang putih",6
Semur Daging Sapi,"sapi,   bawang putih,   bawang merah,   cabe rawit,  biji pala ,   kayu manis ,   daun salam,   kemiri,   lada bubuk,  sachet santan kara,  kecap manis,  gula merah,  garam, lengkuas dan jahe ,",51,4720,"lengkuas, sapi, bawang merah, bawang putih, jahe",10
Semur Lidah sapi kentang dan soun,"lidah sapi,  biji kentang dipotong panjang,   soun,  biji bawang merah,  biji bawang putih,  penyedap rasa,  kecap manis,  garam,",12,4721,"sapi, kentang, bawang merah, bawang putih",4
Goreng Asem Iga Sapi,"iga sapi, bawang bombay, bawang putih, cabe rawit merah , jahe, daun bawang, tomat hijau, bawang goreng,",11,4722,"sapi, tomat, bawang bombay, daun bawang, bawang putih, jahe",2
Rendang Daging Sapi,"sapi,   santan ,   air,  gula,  garam  royco,  halus,   cabe merah keriting,   cabe rawit merah,   bawang merah,   bawang putih,   pala,   ketumbar ,   lada ,   cengkih,   kemiri,   lengkuas muda,   jahe,   sereh ,   daun salam,   daun jeruk,   daun kunyit,  untuk merendam , ,   nanas muda ,",47,4723,"lengkuas, sapi, jeruk, bawang merah, nanas, bawang putih, jahe",17
Beef Teriyaki,", sossi sapi, bawang putih, bawang bombay, jahe, cabe besar, saos teriyaki, mentega, gula, garam, kecap manis,",2,4724,"sapi, bawang bombay, bawang putih, jahe",7
Sapi Lada Hitam,"sapi,   paprika hijau dan merah,   bawang bombai,   bawang putih,  garam dan gula,  kecap manis, saory  lada hitam sct,",10,4725,"sapi, paprika, bawang putih",4
Shirataki Kebuli Lemak Sapi #Ketopad,"kaldu dan lemak sapi ,  lemak sapi,  garam himsalt,  air matang, lauk , telur ceplok, tempe dan tahu goreng, ampela dan ati goreng, lemak gongso, lalapan ,   timun,   tomat,   seledri,  cincangan ,   bawang merah,   bawang putih,   bawang bombay,  biji cabe rawit hijau,   ,    kebuli instant,   royco sapi,  garam hs,   bihun shirataki,  minyak barco,   tomat hijau,   santan klatu,",16,4726,"sapi, telur, tempe, tomat, bawang bombay, bawang merah, bawang putih, tahu",16
Soto Bandung / Soto Daging Sapi & Lobak,"sapi,  l air utk merebus,   daun salam,   serai geprek,  cm jahe geprek,  cm lengkuas geprek,   seledri ,   daun bawang ,   kecap manis,   lobak kupas,  , minyak goreng utk menumis,   daun jeruk, garam,  gula pasir,  merica,   halus ,   bawang putih,   bawang merah,   pelengkap , kacang kedelai goreng, bawang merah goreng, sambal cabe, kerupuk, cuka  jeruk nipis,",64,4727,"lengkuas, sapi, jeruk, lobak, kacang kedelai, daun bawang, bawang merah, bawang putih, jahe",14
Bakso Sapi Kenyaal Enak (tanpa baking powder),"sapi bersihkan lemaknya,   sagu tani,  btr putih telur,   bawang putih,  haluskan,   bawang putih,   tipis,  goreng lalu haluskan,   es batu kecil ,  garam,  gula,  merica,",11,4728,"sapi, telur, bawang putih",8
Bihun Goreng Sapi,"bihun jagung,    sapi,    mie goreng indofood,   minyak wijen,   kecap manis,   cabai merah,   bawang merah,   seledri,  minyak goreng,",5,4729,"sapi, cabai, bawang merah, jagung",5
Pepes tahu kornet sapi,"tahu putih haluskan,   daun bawang  halus,  sachet kornet sapi,  kaldu bubuk rasa sapi,   telur yg besar ,  daun pisang untuk membungkus,  halus ,  cabe rawit merah,  cabe merah keriting,   bawang merah,   bawang putih,  garam,",38,4730,"sapi, telur, daun bawang, bawang merah, pisang, bawang putih, tahu",4
Nasi Briyani Sapi,"sapi,   beras,   cabe kriting,   bawang bombay besar,   cabe merah besar,  btr bawang putih,   salam,   serai,  btr bunga lawang,  btr cengkeh,  btr kapulaga,  cm kayu manis,   bubuk kari,   ketumbar bubuk,   lada bubuk,  garam,",23,4731,"sapi, bawang bombay, bawang putih",13
Smoke beef sandwich with cheddar cheese,"roti,  smoke beef,   tomat ,   ketimun ,  pcs kraft cheese, strawberry untuk decoration,   indofood saus pedas,   cheddar cheese di parut,",5,4732,tomat,7
Sop Tulang Daging Sapi,"tulang sapi , wortel  , kentang  , bawang goreng, daun bawang , daun seledri , tomat ,  rempah , sedikit kayu manis,  biji kapulaga,  biji cengkeh,  halus ,   bawang merah,   bawang putih,   merica ,  garam,  ladaku,  royco ayam,",20,4733,"sapi, kentang, tomat, daun bawang, bawang merah, wortel, bawang putih",11
Japanese Beef Yakiniku,"sapi bagian sirloin, ,  lemak nya dan  tipis berlawanan serat,   bawang bombay,   panjang,   paprika merah,   panjang,   paprika hijau,   panjang,  perendam ,   mirin ,   madu,   gula pasir ,   kecap asin,   miso paste ,   apel,  kupas dan parut,   bawang bombay,  parut,   cacahan bawang putih,   parutan jahe,   minyak wijen,   biji wijen,  sangrai dan tumbuk kasar,",27,4734,"sapi, paprika, apel, bawang bombay, bawang putih, jahe",16
Sapi Lada Hitam,"sapi,   paprika ,   bawang bombay ,  tangkai daun bawangloncang ,   bawang putih ,  kecap manis,  saus tiram,  salt,  pepper,  lada hitam bubuk,  air,  minyak untuk menumis,",27,4735,"sapi, paprika, bawang bombay, daun bawang, bawang putih",7
Beef teriyaki ala yoshinoya,"rib eye slice,   bawang putih,   bawang merah,   cabe merah keriting,   cabe hijau,   kecap asin,   saus teriyaki,  lada bubuk,  garam gula, saus teriya,",50,4736,"bawang merah, bawang putih",8
Rendang daging sapi,"sapi,   kelapa agak kecil,   daun salam,   daun jeruk,  ,   bawang merah,   bawang putih,   cabe merah besar,   cabe rawit,   jintan,   pala bubuk,   lada bubuk,   jahe,   lengkuas,   ketumbar bubuk, garam, gula,",14,4737,"lengkuas, sapi, jeruk, bawang merah, bawang putih, jahe, kelapa",10
Tongseng lidah sapi,"lidah sapi rebus jam lalu ,  bulat kol ,  tomat ,   daun bawang ,   daun kucai ,  halus,  rawit merah,   kunyit dan jahe bakar,   laos,   ketumbar sangrai,  kemiri sangrai,   kecap,   kara ,   air,   lada bubuk, garam,  penyedap sckpnya, sedikit gula merah,   minyak goreng, pelengkap, kerupuk udang,",11,4738,"sapi, tomat, daun bawang, kol, jahe",16
Tongseng sapi pedas manis hangat tanpa santan,"genggam  sapi yg khusus dioseng,  genggam kol   sesuai selera,   tomat merah,   gula merah parut,   masako ,   merica sachet ,   kecap,   air ,  halus ,   bawang merah,   bawang putih,   cabai merah keriting,    jahe,    kunyit,   rawit merah ,   kemiri,   minyak grg untuk menumis,",20,4739,"sapi, cabai, tomat, kol, bawang merah, bawang putih, jahe",10
